2 32 1
15 0 16
1 32 16
23 19 24
11 12 33
18 16 17
29 31 3
18 20 22
17 20 18
12 13 33
22 14 18
28 25 27
18 15 16
0 1 16
3 4 29
23 22 19
6 26 30
31 17 32
27 9 28
22 23 13
20 21 19
24 10 11
8 9 27
21 20 17
25 24 19
24 11 23
20 19 22
31 29 30
13 14 22
14 15 18
25 19 21
10 24 28
26 25 21
26 27 25
30 26 21
7 26 6
26 7 27
8 27 7
10 28 9
25 28 24
5 30 29
4 5 29
6 30 5
30 21 31
17 31 21
3 31 2
31 32 2
16 32 17
13 23 33
11 33 23
