81	14	80
39	38	40
32	114	75
19	66	49
49	50	19
86	25	85
69	53	68
41	37	42
49	39	17
36	3	35
116	76	35
42	51	17
2	41	67
50	51	18
50	49	51
77	18	51
96	15	61
53	69	30
19	55	56
45	92	91
24	117	81
82	58	90
3	116	35
48	60	34
20	84	92
71	23	57
90	114	22
92	26	91
104	102	22
103	101	27
22	82	90
72	73	7
83	82	84
76	33	35
7	73	113
98	101	26
115	116	3
75	90	18
31	104	94
52	95	94
98	102	101
40	1	67
40	38	1
97	16	66
16	39	66
58	18	90
66	39	49
16	38	39
42	17	41
39	40	17
37	41	2
36	37	2
33	42	37
32	75	76
75	77	76
77	75	18
76	116	32
17	51	49
42	33	77
42	77	51
33	76	77
57	56	55
60	48	59
21	58	82
75	114	90
45	20	92
21	82	83
23	56	57
21	83	57
55	58	21
50	18	58
23	61	56
15	97	62
55	19	50
56	62	19
58	55	50
21	57	55
62	97	66
19	62	66
56	61	62
96	61	80
15	62	61
14	96	80
61	23	80
20	83	84
93	47	117
80	23	70
14	60	59
80	70	81
24	81	70
60	14	81
47	48	34
41	40	67
48	13	59
40	41	17
48	47	46
13	48	46
46	47	12
24	44	93
47	34	117
24	93	117
12	47	93
85	87	86
12	93	86
86	87	12
91	63	100
100	99	85
85	11	87
86	93	44
43	71	20
43	44	24
44	25	86
70	43	24
45	25	44
23	71	70
57	83	71
71	43	70
45	44	43
43	20	45
71	83	20
63	26	65
60	117	34
107	28	103
117	60	81
100	25	91
26	101	65
63	91	26
25	45	91
64	29	63
100	85	25
64	79	29
99	11	85
29	79	99
79	109	99
99	109	11
100	29	99
78	10	79
63	29	100
63	65	64
28	64	65
78	79	64
79	10	109
72	27	74
78	88	10
78	89	88
88	89	9
78	64	28
89	108	9
103	65	101
108	89	107
89	28	107
89	78	28
105	107	103
8	108	107
105	103	27
28	65	103
106	105	72
8	107	105
8	105	106
73	110	113
110	6	113
53	52	54
111	95	30
110	73	31
110	31	95
73	72	74
106	72	7
105	27	72
104	74	102
31	73	74
82	22	84
102	27	101
22	102	98
74	27	102
84	22	98
114	94	104
54	52	32
95	31	94
114	104	22
31	74	104
32	52	94
54	4	53
54	32	116
94	114	32
115	54	116
115	4	54
92	98	26
30	52	53
111	30	69
53	4	68
110	95	111
95	52	30
110	111	6
111	112	6
111	69	112
98	92	84
69	5	112
69	68	5
37	35	33
35	37	36
